Paper Title,Figure No.,Subfigure,Coupling Type,Dosage,Particle Diameter (µm),Breathing Rate (L/min),Lung Region,Deposition Type,Deposition Fraction,Deposition Efficiency (%),Paper Lung Region,Our Lung Region,Lung Region Explanation,Breath Phase,Deposition Fraction (%),Figure/Table,Breathing Type,Figure Number,Shape Factor,Stokes Number
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,30,Total,,,29.710391822827937,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,30,Total,,,37.478705281090285,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,60,Total,,,46.88245315161839,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,60,Total,,,2.180579216354316,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,60,Total,,,47.29131175468483,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,60,Total,,,63.23679727427597,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,90,Total,,,62.14650766609881,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,90,Total,,,2.589437819420769,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,90,Total,,,51.107325383304925,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,90,Total,,,72.77683134582622,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,Trachea,,,1.9736842105263168,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.9736842105263168,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,Carina+G1,,,5.2993421052631575,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,5.2993421052631575,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,RG2,,,5.447368421052631,RG2,Small Airways,"Right lung, airway generation 2",,5.447368421052631,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,RG3-4,,,2.703947368421051,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,2.703947368421051,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,LG2-3,,,1.1546052631578951,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,1.1546052631578951,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,Trachea,,,2.6842105263157894,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.6842105263157894,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,Carina+G1,,,0.9078947368421054,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.9078947368421054,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,RG2,,,0.3552631578947366,RG2,Small Airways,"Right lung, airway generation 2",,0.3552631578947366,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,RG3-4,,,0.8585526315789476,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.8585526315789476,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,Trachea,,,1.963815789473684,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.963815789473684,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,Carina+G1,,,0.1184210526315764,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.1184210526315764,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,RG2,,,0.197368421052632,RG2,Small Airways,"Right lung, airway generation 2",,0.197368421052632,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,Trachea,,,0.2664473684210536,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.2664473684210536,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,Trachea,,,0.3651315789473685,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.3651315789473685,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,Trachea,,,0.3552631578947381,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.3552631578947381,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,Carina+G1,,,1.2335526315789471,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,1.2335526315789471,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,RG2,,,0.8388157894736852,RG2,Small Airways,"Right lung, airway generation 2",,0.8388157894736852,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,RG3-4,,,0.4440789473684205,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.4440789473684205,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,LG2-3,,,0.4440789473684219,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.4440789473684219,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,Trachea,,,0.1085526315789467,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.1085526315789467,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,Trachea,,,1.80592105263158,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.80592105263158,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,Carina+G1,,,3.029605263157896,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,3.029605263157896,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,RG2,,,1.638157894736843,RG2,Small Airways,"Right lung, airway generation 2",,1.638157894736843,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,RG3-4,,,0.9177631578947366,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.9177631578947366,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,LG2-3,,,1.736842105263158,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,1.736842105263158,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,Trachea,,,3.187500000000001,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,3.187500000000001,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,Carina+G1,,,4.884868421052632,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,4.884868421052632,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,RG2,,,2.9407894736842106,RG2,Small Airways,"Right lung, airway generation 2",,2.9407894736842106,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,RG3-4,,,1.5888157894736843,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,1.5888157894736843,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,LG2-3,,,3.1282894736842115,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,3.1282894736842115,,,11A,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,Mouth-Throat,,,73.6082474226804,Mouth-Throat,Upper Airways,,,73.6082474226804,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,Trachea,,,2.26804123711339,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.26804123711339,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,Carina+G1,,,5.360824742268042,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,5.360824742268042,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,RG2,,,5.56701030927835,RG2,Small Airways,"Right lung, airway generation 2",,5.56701030927835,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,RG3-4,,,2.8865979381443294,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,2.8865979381443294,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10 micron,60,LG2-3,,,1.237113402061849,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,1.237113402061849,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,Mouth-Throat,,,95.46391752577318,Mouth-Throat,Upper Airways,,,95.46391752577318,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,Trachea,,,2.680412371134021,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.680412371134021,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,Carina+G1,,,0.8247422680412326,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.8247422680412326,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,RG2,,,0.6185567010309245,RG2,Small Airways,"Right lung, airway generation 2",,0.6185567010309245,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,RG3-4,,,1.030927835051541,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,1.030927835051541,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,Mouth-Throat,,,97.9381443298969,Mouth-Throat,Upper Airways,,,97.9381443298969,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,Trachea,,,2.061855670103082,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.061855670103082,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,Mouth-Throat,,,100.0,Mouth-Throat,Upper Airways,,,100.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,Trachea,,,0.0,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,19 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,Mouth-Throat,,,99.58762886597938,Mouth-Throat,Upper Airways,,,99.58762886597938,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,Trachea,,,0.0,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,20 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,Mouth-Throat,,,7.628865979381431,Mouth-Throat,Upper Airways,,,7.628865979381431,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,Trachea,,,1.4432989690721574,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.4432989690721574,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,Mouth-Throat,,,100.0,Mouth-Throat,Upper Airways,,,100.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,Trachea,,,0.0,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,Carina+G1,,,0.0,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,RG2,,,0.0,RG2,Small Airways,"Right lung, airway generation 2",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,RG3-4,,,0.0,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,30 micron,60,LG2-3,,,0.0,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,0.0,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,Mouth-Throat,,,16.494845360824744,Mouth-Throat,Upper Airways,,,16.494845360824744,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,Trachea,,,1.6494845360824653,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.6494845360824653,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,Carina+G1,,,3.092783505154637,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,3.092783505154637,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,RG2,,,1.6494845360824653,RG2,Small Airways,"Right lung, airway generation 2",,1.6494845360824653,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,RG3-4,,,1.237113402061849,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,1.237113402061849,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5 micron,60,LG2-3,,,2.061855670103082,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,2.061855670103082,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,Mouth-Throat,,,37.52577319587628,Mouth-Throat,Upper Airways,,,37.52577319587628,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,Trachea,,,3.092783505154637,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,3.092783505154637,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,Carina+G1,,,4.948453608247425,Carina+G1,Large Airways,Includes carina and first-generation bronchus (G1).,,4.948453608247425,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,RG2,,,2.680412371134021,RG2,Small Airways,"Right lung, airway generation 2",,2.680412371134021,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,RG3-4,,,1.8556701030927727,RG3-4,Small Airways,"Right lung, airway generations 3 to 4",,1.8556701030927727,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7 micron,60,LG2-3,,,3.2989690721649456,LG2-3,Small Airways,"Left lung, airway generations 2 to 3",,3.2989690721649456,,,11B,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.221476084890719,60,Whole lung,,,5.899911183985779,Whole lung,Whole Lung,Entire lung system including all airway regions.,,5.899911183985779,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.3611385130548892,60,Whole lung,,,6.229384436701494,Whole lung,Whole Lung,Entire lung system including all airway regions.,,6.229384436701494,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.5008009412190595,60,Whole lung,,,6.514927922388466,Whole lung,Whole Lung,Entire lung system including all airway regions.,,6.514927922388466,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.6404633693832298,60,Whole lung,,,6.844401175104181,Whole lung,Whole Lung,Entire lung system including all airway regions.,,6.844401175104181,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.7801257975474,60,Whole lung,,,7.239769078363054,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.239769078363054,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.9197882257115704,60,Whole lung,,,7.48138279702124,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.48138279702124,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.0594506538757407,60,Whole lung,,,7.788891166222584,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.788891166222584,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.199113082039911,60,Whole lung,,,8.118364418938299,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.118364418938299,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.3387755102040813,60,Whole lung,,,8.513732322197157,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.513732322197157,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.4784379383682515,60,Whole lung,,,8.887135341941644,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.887135341941644,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.6181003665324223,60,Whole lung,,,9.37036277925803,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.37036277925803,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.7577627946965926,60,Whole lung,,,9.941449750631946,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.941449750631946,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,2.897425222860763,60,Whole lung,,,10.55646648903462,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.55646648903462,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.037087651024933,60,Whole lung,,,11.215412994466064,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.215412994466064,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.1767500791891035,60,Whole lung,,,11.940254150440651,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.940254150440651,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.3164125073532738,60,Whole lung,,,12.709025073443996,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.709025073443996,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.456074935517444,60,Whole lung,,,13.47779599644734,Whole lung,Whole Lung,Entire lung system including all airway regions.,,13.47779599644734,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.5957373636816143,60,Whole lung,,,14.290496686479456,Whole lung,Whole Lung,Entire lung system including all airway regions.,,14.290496686479456,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.7353997918457846,60,Whole lung,,,15.142734166837457,Whole lung,Whole Lung,Entire lung system including all airway regions.,,15.142734166837457,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,3.8700742761469495,60,Whole lung,,,15.94100079056011,Whole lung,Whole Lung,Entire lung system including all airway regions.,,15.94100079056011,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.006411408402449,60,Whole lung,,,16.88235294117645,Whole lung,Whole Lung,Entire lung system including all airway regions.,,16.88235294117645,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.154387076338296,60,Whole lung,,,18.068456650953053,Whole lung,Whole Lung,Entire lung system including all airway regions.,,18.068456650953053,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.295712152456802,60,Whole lung,,,19.077586156413744,Whole lung,Whole Lung,Entire lung system including all airway regions.,,19.077586156413744,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.440177785822385,60,Whole lung,,,20.16244221265741,Whole lung,Whole Lung,Entire lung system including all airway regions.,,20.16244221265741,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.577253872724256,60,Whole lung,,,21.348545922434,Whole lung,Whole Lung,Entire lung system including all airway regions.,,21.348545922434,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.722347617539255,60,Whole lung,,,22.681082188973136,Whole lung,Whole Lung,Entire lung system including all airway regions.,,22.681082188973136,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.857354631431287,60,Whole lung,,,23.99897519983601,Whole lung,Whole Lung,Entire lung system including all airway regions.,,23.99897519983601,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,4.992361645323318,60,Whole lung,,,25.384959349593487,Whole lung,Whole Lung,Entire lung system including all airway regions.,,25.384959349593487,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.126733829996421,60,Whole lung,,,26.910320669287657,Whole lung,Whole Lung,Entire lung system including all airway regions.,,26.910320669287657,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.248409430290963,60,Whole lung,,,28.51934822709569,Whole lung,Whole Lung,Entire lung system including all airway regions.,,28.51934822709569,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.364794787094439,60,Whole lung,,,30.14035663045705,Whole lung,Whole Lung,Entire lung system including all airway regions.,,30.14035663045705,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.481180143897914,60,Whole lung,,,31.774543963927016,Whole lung,Whole Lung,Entire lung system including all airway regions.,,31.774543963927016,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.593685988807939,60,Whole lung,,,33.44387511101999,Whole lung,Whole Lung,Entire lung system including all airway regions.,,33.44387511101999,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.69067378614417,60,Whole lung,,,35.00338184054108,Whole lung,Whole Lung,Entire lung system including all airway regions.,,35.00338184054108,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.787661583480399,60,Whole lung,,,36.650748104119685,Whole lung,Whole Lung,Entire lung system including all airway regions.,,36.650748104119685,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,5.900167428390425,60,Whole lung,,,38.377187948350056,Whole lung,Whole Lung,Entire lung system including all airway regions.,,38.377187948350056,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.012673273300451,60,Whole lung,,,40.19441597777322,Whole lung,Whole Lung,Entire lung system including all airway regions.,,40.19441597777322,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.1096610706366805,60,Whole lung,,,41.83995183439228,Whole lung,Whole Lung,Entire lung system including all airway regions.,,41.83995183439228,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.20664886797291,60,Whole lung,,,43.48914850493041,Whole lung,Whole Lung,Entire lung system including all airway regions.,,43.48914850493041,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.319154712882936,60,Whole lung,,,45.20387374461978,Whole lung,Whole Lung,Entire lung system including all airway regions.,,45.20387374461978,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.435540069686411,60,Whole lung,,,47.022566099610565,Whole lung,Whole Lung,Entire lung system including all airway regions.,,47.022566099610565,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.551925426489886,60,Whole lung,,,48.74900594384094,Whole lung,Whole Lung,Entire lung system including all airway regions.,,48.74900594384094,,,12,,
